user_id,is_subscriber,signup_date,user_country,industry_role,user_type,pre_project_engagement_score,is_treatment_group,total_weeks_active
USR_020569,False,2024-09-03,India,Student,Consumer,41.16,True,25
USR_020570,False,2024-11-18,US,Business Analyst,Consumer,2.78,True,25
USR_020571,False,2024-11-16,Other,Data Scientist,Consumer,54.47,True,21
USR_020572,False,2024-11-09,US,Software Engineer,Consumer,33.86,True,24
USR_020573,False,2024-11-04,Germany,Data Scientist,Enterprise,43.26,True,12
USR_020574,False,2024-10-15,UK,Researcher,Consumer,22.16,True,19
USR_020575,False,2024-07-29,US,Student,Consumer,10.17,True,7
USR_020576,False,2024-10-30,Germany,Data Scientist,Consumer,42.8,True,15
USR_020577,False,2024-12-05,US,Data Scientist,Enterprise,62.73,True,4
USR_020578,False,2024-11-09,US,Writer,Consumer,80.47,True,8
USR_020579,False,2024-10-16,India,Researcher,Consumer,37.65,True,11
USR_020580,False,2024-11-12,Canada,Software Engineer,Consumer,17.64,True,20
USR_020581,False,2024-07-05,Other,Software Engineer,Consumer,70.79,True,7
USR_020582,False,2024-10-18,France,Software Engineer,Enterprise,32.37,True,5
USR_020583,False,2024-10-13,India,Data Scientist,Enterprise,18.39,True,14
USR_020584,False,2024-06-16,US,Other,Enterprise,29.0,False,12
USR_020585,False,2024-12-03,India,Business Analyst,Consumer,45.51,True,8
USR_020586,False,2024-06-15,Other,Researcher,Consumer,43.57,False,26
USR_020587,False,2024-10-12,UK,Data Scientist,Consumer,39.56,True,21
USR_020588,False,2024-11-16,France,Data Scientist,Consumer,45.21,True,13
USR_020589,False,2024-09-15,Canada,Data Scientist,Enterprise,57.02,True,8
USR_020590,False,2024-11-29,Canada,Software Engineer,Consumer,6.65,True,20
USR_020591,False,2024-08-14,US,Software Engineer,Consumer,62.16,True,6
USR_020592,False,2024-08-29,UK,Data Scientist,Consumer,21.87,True,14
USR_020593,False,2024-12-06,France,Writer,Enterprise,29.59,True,5
USR_020594,False,2024-12-03,Canada,Other,Consumer,39.67,True,16
USR_020595,False,2024-09-21,Germany,Business Analyst,Consumer,6.45,True,24
USR_020596,False,2024-07-28,UK,Data Scientist,Consumer,60.2,True,22
USR_020597,False,2024-07-26,UK,Student,Consumer,57.78,False,26
USR_020598,False,2024-06-22,Canada,Data Scientist,Consumer,9.71,False,6
USR_020599,False,2024-11-03,France,Data Scientist,Consumer,32.11,True,17
USR_020600,True,2024-11-19,France,Data Scientist,Consumer,70.8,True,6
USR_020601,True,2024-08-18,Germany,Data Scientist,Consumer,61.76,True,5
USR_020602,False,2024-08-09,US,Writer,Enterprise,51.27,False,26
USR_020603,False,2024-09-23,India,Researcher,Consumer,31.4,True,21
USR_020604,False,2024-11-24,UK,Software Engineer,Enterprise,32.25,True,7
USR_020605,False,2024-10-07,Other,Software Engineer,Enterprise,42.14,True,5
USR_020606,False,2024-08-06,Other,Student,Consumer,25.91,True,4
USR_020607,False,2024-07-01,Other,Data Scientist,Enterprise,14.95,False,26
USR_020608,False,2024-12-02,US,Software Engineer,Consumer,20.55,True,22
USR_020609,False,2024-07-23,UK,Researcher,Consumer,41.95,True,5
USR_020610,False,2024-11-18,Germany,Writer,Consumer,62.73,True,15
USR_020611,True,2024-07-24,India,Writer,Enterprise,74.72,True,6
USR_020612,True,2024-10-18,Germany,Researcher,Consumer,85.2,True,21
USR_020613,False,2024-07-02,India,Business Analyst,Consumer,21.25,False,20
USR_020614,False,2024-07-12,UK,Writer,Consumer,31.06,True,12
USR_020615,True,2024-08-13,Canada,Data Scientist,Consumer,38.05,True,21
USR_020616,False,2024-09-17,UK,Student,Consumer,59.21,True,26
USR_020617,False,2024-10-06,US,Writer,Enterprise,60.22,True,21
USR_020618,False,2024-09-11,Canada,Data Scientist,Consumer,45.14,True,6
USR_020619,False,2024-10-10,UK,Other,Consumer,17.88,True,6
USR_020620,False,2024-06-17,Other,Data Scientist,Consumer,30.62,False,6
USR_020621,False,2024-09-12,Germany,Researcher,Enterprise,32.41,True,14
USR_020622,False,2024-10-17,US,Writer,Consumer,29.81,True,26
USR_020623,False,2024-08-29,Germany,Software Engineer,Consumer,20.76,True,18
USR_020624,False,2024-11-08,US,Student,Consumer,32.02,True,12
USR_020625,False,2024-10-01,India,Writer,Consumer,14.73,True,6
USR_020626,False,2024-07-16,US,Data Scientist,Consumer,51.96,False,5
USR_020627,False,2024-06-29,Canada,Writer,Enterprise,17.85,True,26
USR_020628,False,2024-10-22,India,Data Scientist,Consumer,25.78,True,15
USR_020629,True,2024-10-15,US,Writer,Consumer,14.85,True,17
USR_020630,False,2024-08-03,Germany,Software Engineer,Enterprise,10.53,True,17
USR_020631,False,2024-10-08,US,Software Engineer,Enterprise,42.5,True,22
USR_020632,False,2024-11-23,India,Data Scientist,Consumer,54.33,True,5
USR_020633,False,2024-06-30,Canada,Writer,Consumer,42.76,False,15
USR_020634,False,2024-08-17,US,Software Engineer,Consumer,12.16,True,5
USR_020635,False,2024-10-12,UK,Data Scientist,Enterprise,22.39,True,18
USR_020636,False,2024-10-10,US,Researcher,Enterprise,19.35,True,10
USR_020637,False,2024-09-25,US,Researcher,Enterprise,24.64,True,10
USR_020638,False,2024-11-08,UK,Writer,Consumer,27.8,True,22
USR_020639,False,2024-10-27,India,Student,Enterprise,43.81,True,17
USR_020640,False,2024-12-03,Other,Software Engineer,Consumer,29.41,True,26
USR_020641,False,2024-11-27,US,Software Engineer,Consumer,23.07,True,8
USR_020642,True,2024-08-13,Other,Writer,Consumer,5.09,True,14
USR_020643,False,2024-07-13,UK,Business Analyst,Consumer,18.58,True,21
USR_020644,False,2024-08-03,India,Software Engineer,Consumer,21.37,True,15
USR_020645,False,2024-08-10,Other,Data Scientist,Consumer,89.0,False,16
USR_020646,False,2024-11-20,Other,Software Engineer,Consumer,6.34,True,12
USR_020647,False,2024-08-05,Other,Other,Consumer,52.15,True,23
USR_020648,False,2024-07-17,US,Data Scientist,Consumer,28.22,True,5
USR_020649,False,2024-10-03,Other,Writer,Consumer,22.47,True,26
USR_020650,False,2024-08-23,US,Writer,Enterprise,58.82,True,17
USR_020651,False,2024-11-07,UK,Student,Consumer,44.07,True,20
USR_020652,False,2024-07-09,US,Writer,Consumer,57.69,False,12
USR_020653,False,2024-10-21,US,Writer,Consumer,33.0,True,24
USR_020654,False,2024-08-15,France,Researcher,Consumer,49.75,True,12
USR_020655,False,2024-11-18,UK,Software Engineer,Enterprise,26.04,True,9
USR_020656,False,2024-11-05,US,Other,Consumer,49.2,True,26
USR_020657,False,2024-10-15,India,Other,Consumer,22.84,True,21
USR_020658,False,2024-09-14,France,Other,Enterprise,30.71,True,20
USR_020659,False,2024-09-07,Germany,Data Scientist,Consumer,46.34,True,25
USR_020660,False,2024-09-18,France,Data Scientist,Consumer,28.67,True,4
USR_020661,False,2024-10-27,US,Student,Enterprise,22.94,True,26
USR_020662,False,2024-09-23,Canada,Student,Consumer,15.61,True,4
USR_020663,False,2024-09-10,US,Software Engineer,Enterprise,68.59,True,15
USR_020664,False,2024-10-01,Germany,Data Scientist,Enterprise,26.46,True,10
USR_020665,False,2024-06-27,India,Student,Enterprise,20.67,False,4
USR_020666,False,2024-10-23,India,Software Engineer,Enterprise,43.81,True,23
USR_020667,False,2024-10-08,Germany,Data Scientist,Consumer,40.59,True,7
USR_020668,True,2024-08-04,US,Business Analyst,Enterprise,15.05,True,26
USR_020669,False,2024-12-06,Germany,Student,Consumer,42.17,True,14
USR_020670,False,2024-10-17,France,Writer,Enterprise,88.47,True,25
USR_020671,False,2024-06-18,Other,Business Analyst,Consumer,33.94,True,6
USR_020672,False,2024-07-14,France,Writer,Enterprise,34.45,True,14
USR_020673,False,2024-10-09,Canada,Student,Consumer,45.04,True,18
USR_020674,False,2024-08-05,Germany,Data Scientist,Enterprise,39.53,False,5
USR_020675,False,2024-09-23,India,Software Engineer,Consumer,44.69,True,19
USR_020676,False,2024-11-19,Canada,Software Engineer,Consumer,28.01,True,17
USR_020677,False,2024-11-24,UK,Software Engineer,Consumer,27.08,True,25
USR_020678,False,2024-07-30,US,Writer,Consumer,55.91,True,8
USR_020679,False,2024-10-02,US,Business Analyst,Consumer,37.88,True,16
USR_020680,False,2024-08-22,US,Software Engineer,Consumer,6.67,True,11
USR_020681,False,2024-09-30,Germany,Business Analyst,Enterprise,34.4,True,15
USR_020682,False,2024-08-20,US,Software Engineer,Consumer,46.83,True,12
USR_020683,False,2024-09-01,Germany,Software Engineer,Consumer,9.42,True,21
USR_020684,False,2024-08-01,US,Data Scientist,Enterprise,39.04,False,23
USR_020685,False,2024-10-06,Other,Student,Consumer,34.82,True,11
USR_020686,False,2024-06-20,UK,Data Scientist,Enterprise,53.65,True,24
USR_020687,False,2024-06-24,Germany,Business Analyst,Consumer,24.32,True,19
USR_020688,False,2024-11-29,Germany,Researcher,Consumer,16.63,True,17
USR_020689,False,2024-07-04,US,Software Engineer,Consumer,66.22,True,19
USR_020690,False,2024-10-19,Canada,Business Analyst,Enterprise,27.99,True,20
USR_020691,False,2024-09-20,US,Software Engineer,Enterprise,50.44,True,11
USR_020692,True,2024-11-19,Canada,Data Scientist,Consumer,70.51,True,21
USR_020693,False,2024-09-29,UK,Researcher,Enterprise,10.72,True,26
USR_020694,False,2024-12-11,US,Data Scientist,Consumer,27.27,True,23
USR_020695,False,2024-11-10,Canada,Software Engineer,Enterprise,71.74,True,9
USR_020696,False,2024-10-25,US,Business Analyst,Consumer,9.32,True,24
USR_020697,False,2024-10-23,UK,Student,Enterprise,26.71,True,24
USR_020698,False,2024-06-17,India,Software Engineer,Enterprise,51.37,True,17
USR_020699,False,2024-11-08,Canada,Data Scientist,Enterprise,76.33,True,24
USR_020700,False,2024-11-22,US,Software Engineer,Consumer,10.15,True,9
USR_020701,False,2024-10-13,Other,Data Scientist,Consumer,23.4,True,23
USR_020702,False,2024-07-16,Germany,Data Scientist,Enterprise,13.92,False,10
USR_020703,False,2024-07-07,Canada,Writer,Enterprise,43.36,True,26
USR_020704,False,2024-10-09,US,Student,Consumer,22.16,True,12
USR_020705,False,2024-11-04,Canada,Business Analyst,Enterprise,52.19,True,4
USR_020706,False,2024-08-30,US,Software Engineer,Consumer,5.33,True,10
USR_020707,False,2024-07-23,Germany,Software Engineer,Consumer,77.12,False,25
USR_020708,False,2024-12-05,US,Data Scientist,Consumer,58.08,True,23
USR_020709,True,2024-07-27,US,Business Analyst,Consumer,53.96,False,18
USR_020710,False,2024-11-01,US,Researcher,Consumer,37.8,True,20
USR_020711,False,2024-09-13,France,Software Engineer,Enterprise,20.56,True,22
USR_020712,False,2024-07-26,US,Data Scientist,Enterprise,25.31,False,24
USR_020713,False,2024-07-01,US,Other,Enterprise,39.79,False,16
USR_020714,False,2024-09-27,India,Data Scientist,Consumer,37.98,True,14
USR_020715,True,2024-11-15,US,Writer,Consumer,37.32,True,15
USR_020716,False,2024-09-12,France,Business Analyst,Consumer,58.41,True,4
USR_020717,False,2024-11-18,US,Other,Consumer,53.09,True,19
USR_020718,False,2024-10-01,US,Other,Consumer,21.03,True,24
USR_020719,False,2024-10-28,Other,Data Scientist,Enterprise,21.92,True,15
USR_020720,False,2024-09-14,US,Data Scientist,Consumer,34.2,True,6
USR_020721,False,2024-07-16,India,Business Analyst,Enterprise,16.88,False,19
USR_020722,False,2024-10-22,UK,Software Engineer,Consumer,11.77,True,20
USR_020723,True,2024-10-14,UK,Data Scientist,Consumer,65.17,True,16
USR_020724,True,2024-11-07,India,Other,Consumer,57.06,True,25
USR_020725,False,2024-07-10,US,Writer,Consumer,19.06,False,17
USR_020726,False,2024-08-16,Other,Writer,Consumer,43.49,True,19
USR_020727,False,2024-07-15,Germany,Data Scientist,Consumer,69.49,True,6
USR_020728,False,2024-06-26,Canada,Writer,Enterprise,36.41,False,12
USR_020729,False,2024-08-18,US,Researcher,Consumer,43.78,True,26
USR_020730,False,2024-11-04,US,Data Scientist,Consumer,43.32,True,5
USR_020731,False,2024-11-20,US,Software Engineer,Consumer,34.37,True,25
USR_020732,False,2024-10-28,UK,Data Scientist,Consumer,56.33,True,14
USR_020733,False,2024-11-13,US,Data Scientist,Enterprise,23.11,True,5
USR_020734,False,2024-08-09,Other,Data Scientist,Enterprise,63.33,False,14
USR_020735,False,2024-07-13,India,Data Scientist,Consumer,56.48,False,21
USR_020736,False,2024-10-20,US,Student,Consumer,5.73,True,17
USR_020737,False,2024-10-16,Other,Data Scientist,Consumer,29.67,True,8
USR_020738,False,2024-09-27,US,Software Engineer,Consumer,64.57,True,26
USR_020739,False,2024-12-05,UK,Data Scientist,Consumer,54.97,True,5
USR_020740,False,2024-09-25,France,Business Analyst,Consumer,20.54,True,17
USR_020741,False,2024-06-24,US,Data Scientist,Enterprise,41.06,False,16
USR_020742,False,2024-09-19,US,Other,Consumer,12.49,True,16
USR_020743,False,2024-11-08,France,Software Engineer,Consumer,51.63,True,10
USR_020744,False,2024-09-07,US,Student,Enterprise,35.37,True,5
USR_020745,False,2024-08-30,Other,Student,Consumer,35.77,True,6
USR_020746,False,2024-10-18,US,Writer,Consumer,20.75,True,12
USR_020747,False,2024-10-11,Other,Data Scientist,Consumer,48.08,True,6
USR_020748,False,2024-10-02,UK,Writer,Consumer,88.68,True,26
USR_020749,False,2024-08-01,US,Student,Enterprise,31.82,True,22
USR_020750,False,2024-07-04,UK,Business Analyst,Consumer,57.07,False,12
USR_020751,True,2024-08-20,Germany,Software Engineer,Consumer,73.89,True,11
USR_020752,False,2024-12-03,Germany,Other,Enterprise,71.34,True,26
USR_020753,False,2024-10-28,US,Researcher,Consumer,50.0,True,19
USR_020754,False,2024-07-04,US,Writer,Enterprise,55.64,True,6
USR_020755,False,2024-10-04,India,Student,Consumer,52.95,True,21
USR_020756,False,2024-10-04,UK,Business Analyst,Consumer,57.02,True,14
USR_020757,False,2024-06-19,UK,Writer,Consumer,16.49,False,21
USR_020758,True,2024-09-29,US,Software Engineer,Consumer,72.75,True,4
USR_020759,False,2024-12-03,US,Writer,Enterprise,56.46,True,6
USR_020760,False,2024-07-10,UK,Data Scientist,Consumer,68.06,True,9
USR_020761,False,2024-08-24,US,Student,Consumer,40.14,True,25
USR_020762,False,2024-08-20,UK,Other,Consumer,19.22,True,18
USR_020763,False,2024-08-03,Other,Data Scientist,Enterprise,45.53,True,10
USR_020764,False,2024-10-16,France,Data Scientist,Consumer,18.92,True,4
USR_020765,False,2024-08-03,Germany,Student,Enterprise,23.46,True,11
USR_020766,False,2024-08-13,Other,Software Engineer,Enterprise,69.54,True,25
USR_020767,False,2024-08-20,Other,Writer,Consumer,19.67,True,13
USR_020768,False,2024-06-17,India,Student,Consumer,81.56,False,11
USR_020769,False,2024-12-04,US,Software Engineer,Enterprise,32.51,True,23
USR_020770,False,2024-07-12,US,Other,Consumer,17.53,True,7
USR_020771,False,2024-08-22,US,Researcher,Enterprise,36.19,True,11
USR_020772,False,2024-10-25,US,Data Scientist,Enterprise,3.61,True,10
USR_020773,True,2024-07-15,France,Student,Consumer,15.07,True,12
USR_020774,False,2024-07-25,India,Student,Enterprise,19.74,True,14
USR_020775,False,2024-07-16,India,Business Analyst,Enterprise,59.11,False,9
USR_020776,False,2024-11-15,US,Software Engineer,Enterprise,7.28,True,13
USR_020777,False,2024-10-06,France,Software Engineer,Consumer,29.15,True,25
USR_020778,False,2024-06-15,France,Writer,Enterprise,30.46,True,13
USR_020779,False,2024-10-05,US,Student,Consumer,23.92,True,7
USR_020780,False,2024-08-10,Germany,Data Scientist,Consumer,41.1,True,26
USR_020781,False,2024-12-08,Canada,Business Analyst,Enterprise,29.95,True,17
USR_020782,False,2024-07-28,Other,Software Engineer,Consumer,20.8,True,22
USR_020783,False,2024-09-05,US,Software Engineer,Enterprise,10.3,True,22
USR_020784,False,2024-09-20,Canada,Business Analyst,Consumer,50.98,True,6
USR_020785,False,2024-11-04,UK,Data Scientist,Enterprise,57.72,True,7
USR_020786,False,2024-10-23,France,Software Engineer,Enterprise,52.04,True,22
USR_020787,False,2024-08-20,France,Software Engineer,Consumer,36.59,True,11
USR_020788,False,2024-10-06,US,Data Scientist,Consumer,7.17,True,10
USR_020789,False,2024-06-24,Other,Software Engineer,Enterprise,40.31,False,23
USR_020790,False,2024-10-11,Canada,Student,Enterprise,25.43,True,19
USR_020791,False,2024-06-17,US,Writer,Enterprise,58.95,False,4
USR_020792,False,2024-08-24,Canada,Writer,Enterprise,77.16,True,23
USR_020793,False,2024-08-03,India,Other,Consumer,14.67,False,19
USR_020794,False,2024-09-14,UK,Data Scientist,Consumer,11.76,True,8
USR_020795,False,2024-09-03,UK,Software Engineer,Enterprise,57.55,True,24
USR_020796,True,2024-09-27,Other,Writer,Consumer,46.04,True,15
USR_020797,False,2024-10-04,Germany,Business Analyst,Consumer,25.64,True,23
USR_020798,False,2024-10-16,US,Other,Consumer,53.51,True,5
USR_020799,False,2024-09-11,Other,Researcher,Consumer,28.34,True,15
USR_020800,True,2024-12-11,US,Software Engineer,Consumer,43.95,True,16
USR_020801,False,2024-07-24,Other,Student,Enterprise,69.69,False,4
USR_020802,False,2024-08-15,Other,Other,Consumer,29.13,True,13
USR_020803,False,2024-07-11,US,Software Engineer,Consumer,64.78,False,12
USR_020804,True,2024-08-27,Germany,Business Analyst,Enterprise,49.82,True,14
USR_020805,False,2024-07-16,US,Software Engineer,Consumer,50.27,False,21
USR_020806,False,2024-07-21,US,Business Analyst,Enterprise,43.76,True,8
USR_020807,False,2024-10-09,Canada,Student,Consumer,24.11,True,22
USR_020808,False,2024-08-03,UK,Business Analyst,Consumer,47.63,False,10
USR_020809,True,2024-09-08,Germany,Data Scientist,Enterprise,58.3,True,20
USR_020810,False,2024-09-12,Canada,Business Analyst,Enterprise,35.94,True,11
USR_020811,False,2024-10-28,US,Software Engineer,Enterprise,38.45,True,21
USR_020812,False,2024-10-07,US,Researcher,Consumer,32.69,True,22
USR_020813,False,2024-08-12,Other,Student,Consumer,28.77,True,4
USR_020814,False,2024-12-03,US,Software Engineer,Consumer,31.24,True,26
USR_020815,False,2024-09-02,US,Software Engineer,Consumer,41.27,True,18
USR_020816,False,2024-09-12,India,Researcher,Consumer,17.4,True,7
USR_020817,False,2024-06-20,Canada,Data Scientist,Consumer,41.0,True,20
USR_020818,False,2024-11-27,Other,Software Engineer,Consumer,48.51,True,16
USR_020819,False,2024-09-18,Other,Student,Enterprise,38.57,True,14
USR_020820,False,2024-09-14,Germany,Software Engineer,Consumer,68.62,True,8
USR_020821,False,2024-06-18,Other,Software Engineer,Consumer,16.38,False,13
USR_020822,False,2024-07-27,India,Writer,Consumer,66.05,False,5
USR_020823,False,2024-11-29,US,Business Analyst,Consumer,57.54,True,13
USR_020824,False,2024-09-16,India,Other,Enterprise,40.97,True,4
USR_020825,True,2024-09-04,Germany,Writer,Consumer,76.13,True,21
USR_020826,False,2024-09-26,France,Business Analyst,Consumer,22.4,True,22
USR_020827,False,2024-10-01,US,Software Engineer,Consumer,76.1,True,10
USR_020828,False,2024-11-20,US,Software Engineer,Consumer,31.36,True,23
USR_020829,False,2024-10-11,Germany,Writer,Consumer,74.34,True,19
USR_020830,False,2024-07-06,US,Researcher,Consumer,65.1,True,7
USR_020831,False,2024-07-26,France,Other,Enterprise,50.3,False,23
USR_020832,False,2024-08-20,US,Student,Consumer,26.83,True,24
USR_020833,False,2024-09-19,India,Software Engineer,Consumer,52.31,True,7
USR_020834,False,2024-06-27,France,Software Engineer,Consumer,24.14,True,11
USR_020835,False,2024-08-13,India,Software Engineer,Consumer,28.23,True,19
USR_020836,False,2024-11-17,US,Data Scientist,Enterprise,46.65,True,9
USR_020837,False,2024-11-17,US,Other,Consumer,52.29,True,14
USR_020838,False,2024-09-06,Other,Student,Enterprise,13.28,True,23
USR_020839,False,2024-11-24,US,Software Engineer,Consumer,64.54,True,7
USR_020840,False,2024-10-10,India,Other,Consumer,71.35,True,5
USR_020841,False,2024-10-01,France,Data Scientist,Consumer,4.65,True,4
USR_020842,True,2024-06-20,Other,Writer,Enterprise,43.32,True,15
USR_020843,False,2024-07-30,Germany,Data Scientist,Enterprise,31.85,False,12
USR_020844,False,2024-08-06,Germany,Software Engineer,Enterprise,42.67,False,14
USR_020845,False,2024-09-02,US,Researcher,Enterprise,30.73,True,10
USR_020846,False,2024-07-19,Germany,Researcher,Enterprise,69.78,True,19
USR_020847,False,2024-10-17,US,Writer,Enterprise,26.12,True,10
USR_020848,False,2024-12-02,India,Data Scientist,Consumer,38.31,True,26
USR_020849,False,2024-08-17,France,Data Scientist,Enterprise,71.31,True,20
USR_020850,False,2024-07-21,India,Business Analyst,Consumer,33.34,False,22
USR_020851,False,2024-06-21,US,Business Analyst,Consumer,10.6,True,23
USR_020852,False,2024-07-01,UK,Software Engineer,Consumer,18.72,False,10
USR_020853,False,2024-10-20,India,Data Scientist,Enterprise,61.07,True,5
USR_020854,True,2024-07-31,US,Software Engineer,Consumer,52.31,False,18
USR_020855,False,2024-10-18,US,Data Scientist,Enterprise,52.86,True,12
USR_020856,False,2024-10-04,US,Other,Consumer,68.95,True,8
USR_020857,False,2024-08-20,US,Data Scientist,Consumer,34.47,True,22
USR_020858,False,2024-07-18,Other,Software Engineer,Consumer,39.6,False,13
USR_020859,False,2024-08-25,US,Business Analyst,Consumer,67.69,True,6
USR_020860,False,2024-12-04,US,Writer,Consumer,48.61,True,12
USR_020861,False,2024-10-10,Canada,Business Analyst,Consumer,16.44,True,24
USR_020862,False,2024-06-23,India,Data Scientist,Enterprise,27.09,True,4
USR_020863,False,2024-07-13,Canada,Software Engineer,Consumer,57.43,False,15
USR_020864,False,2024-10-05,India,Other,Consumer,84.31,True,25
USR_020865,False,2024-10-06,UK,Business Analyst,Consumer,33.54,True,10
USR_020866,True,2024-06-22,Canada,Student,Enterprise,54.16,False,12
USR_020867,False,2024-09-01,Canada,Student,Consumer,14.19,True,25
USR_020868,False,2024-11-09,US,Researcher,Enterprise,67.89,True,4
USR_020869,False,2024-11-29,Canada,Writer,Consumer,60.46,True,7
USR_020870,False,2024-07-06,US,Data Scientist,Consumer,51.05,True,21
USR_020871,False,2024-09-17,US,Writer,Enterprise,21.44,True,24
USR_020872,False,2024-11-30,US,Data Scientist,Consumer,25.84,True,8
USR_020873,False,2024-07-10,France,Writer,Consumer,23.56,False,21
USR_020874,False,2024-10-26,US,Student,Consumer,46.57,True,20
USR_020875,False,2024-11-17,Germany,Other,Consumer,31.05,True,7
USR_020876,False,2024-08-11,UK,Data Scientist,Consumer,44.81,True,11
USR_020877,False,2024-10-19,UK,Data Scientist,Consumer,64.51,True,16
USR_020878,False,2024-12-05,UK,Writer,Consumer,41.2,True,18
USR_020879,False,2024-10-18,UK,Software Engineer,Enterprise,29.14,True,8
USR_020880,False,2024-10-10,Other,Data Scientist,Enterprise,18.93,True,14
USR_020881,False,2024-10-07,US,Software Engineer,Consumer,65.27,True,4
USR_020882,False,2024-08-01,India,Software Engineer,Consumer,29.91,False,12
USR_020883,False,2024-07-19,US,Software Engineer,Consumer,42.7,False,5
USR_020884,False,2024-11-22,US,Data Scientist,Consumer,32.62,True,16
USR_020885,False,2024-11-06,UK,Data Scientist,Consumer,25.7,True,18
USR_020886,True,2024-08-23,India,Software Engineer,Enterprise,40.78,True,12
USR_020887,False,2024-07-13,France,Student,Enterprise,30.05,False,18
USR_020888,False,2024-08-06,US,Student,Consumer,21.34,True,20
USR_020889,False,2024-10-23,Germany,Data Scientist,Consumer,48.33,True,4
USR_020890,False,2024-07-10,France,Software Engineer,Consumer,12.48,False,11
USR_020891,False,2024-08-04,US,Data Scientist,Consumer,36.56,False,5
USR_020892,False,2024-10-23,US,Data Scientist,Enterprise,15.04,True,12
USR_020893,False,2024-08-09,Canada,Software Engineer,Consumer,8.66,True,7
USR_020894,False,2024-09-09,Germany,Other,Enterprise,21.03,True,5
USR_020895,False,2024-11-17,Other,Other,Consumer,41.54,True,22
USR_020896,False,2024-08-27,US,Researcher,Consumer,30.71,True,4
USR_020897,False,2024-11-30,US,Data Scientist,Consumer,13.78,True,26
USR_020898,False,2024-07-08,US,Data Scientist,Enterprise,81.4,False,6
USR_020899,True,2024-08-07,France,Student,Consumer,47.49,False,26
USR_020900,False,2024-07-02,Other,Software Engineer,Consumer,7.18,True,14
USR_020901,False,2024-08-06,Canada,Business Analyst,Consumer,32.88,False,11
USR_020902,False,2024-11-25,UK,Researcher,Consumer,25.8,True,23
USR_020903,False,2024-08-30,US,Writer,Enterprise,27.75,True,16
USR_020904,False,2024-07-27,India,Student,Consumer,53.77,False,24
USR_020905,True,2024-10-16,Other,Other,Consumer,54.72,True,5
USR_020906,False,2024-07-15,US,Student,Consumer,82.11,False,25
USR_020907,False,2024-10-29,US,Software Engineer,Consumer,14.34,True,7
USR_020908,False,2024-06-18,India,Researcher,Consumer,26.0,False,10
USR_020909,False,2024-07-14,Canada,Business Analyst,Consumer,63.56,False,8
USR_020910,False,2024-10-07,US,Data Scientist,Enterprise,27.28,True,8
USR_020911,False,2024-06-18,US,Other,Consumer,58.53,True,19
USR_020912,False,2024-08-08,Other,Other,Consumer,67.87,True,15
USR_020913,False,2024-07-20,US,Software Engineer,Consumer,32.94,True,18
USR_020914,False,2024-09-11,France,Software Engineer,Enterprise,55.74,True,8
USR_020915,False,2024-08-29,US,Business Analyst,Consumer,31.97,True,13
USR_020916,False,2024-07-24,Germany,Data Scientist,Consumer,18.83,False,16
USR_020917,False,2024-10-06,Other,Business Analyst,Consumer,33.75,True,13
USR_020918,False,2024-07-21,Canada,Business Analyst,Consumer,65.79,False,17
USR_020919,False,2024-11-08,India,Data Scientist,Enterprise,77.51,True,21
USR_020920,False,2024-08-13,Other,Data Scientist,Consumer,26.65,True,11
USR_020921,False,2024-10-16,Canada,Researcher,Consumer,37.23,True,21
USR_020922,False,2024-10-14,UK,Data Scientist,Enterprise,23.79,True,4
USR_020923,False,2024-10-29,US,Data Scientist,Enterprise,8.93,True,17
USR_020924,False,2024-08-29,France,Data Scientist,Consumer,82.09,True,5
USR_020925,False,2024-08-11,Canada,Business Analyst,Enterprise,43.24,True,5
USR_020926,True,2024-06-16,India,Business Analyst,Enterprise,58.33,False,16
USR_020927,False,2024-06-20,US,Writer,Consumer,18.19,False,25
USR_020928,False,2024-09-29,UK,Researcher,Enterprise,57.47,True,14
USR_020929,True,2024-10-15,US,Student,Consumer,40.83,True,21
USR_020930,False,2024-08-30,UK,Data Scientist,Consumer,25.5,True,17
USR_020931,False,2024-07-30,US,Student,Consumer,24.52,True,13
USR_020932,False,2024-06-30,US,Software Engineer,Enterprise,66.82,True,17
USR_020933,False,2024-11-29,UK,Writer,Consumer,54.88,True,4
USR_020934,False,2024-11-27,US,Data Scientist,Consumer,47.47,True,11
USR_020935,False,2024-10-31,UK,Data Scientist,Consumer,10.26,True,11
USR_020936,False,2024-06-18,US,Researcher,Consumer,41.34,True,22
USR_020937,False,2024-06-28,US,Software Engineer,Consumer,40.05,True,4
USR_020938,False,2024-09-20,India,Researcher,Enterprise,16.14,True,9
USR_020939,False,2024-12-02,US,Writer,Consumer,13.13,True,24
USR_020940,True,2024-10-18,US,Researcher,Enterprise,73.23,True,13
USR_020941,False,2024-07-06,UK,Business Analyst,Consumer,14.52,True,25
USR_020942,False,2024-10-09,India,Software Engineer,Consumer,19.3,True,23
USR_020943,False,2024-08-08,Other,Student,Consumer,34.76,False,26
USR_020944,False,2024-12-07,India,Writer,Consumer,27.36,True,18
USR_020945,True,2024-09-28,UK,Researcher,Consumer,67.8,True,23
USR_020946,False,2024-08-01,Other,Business Analyst,Consumer,15.76,False,23
USR_020947,False,2024-11-04,Canada,Software Engineer,Consumer,59.43,True,13
USR_020948,True,2024-06-15,US,Software Engineer,Consumer,80.44,False,25
